match_id,sport,league,home_team,away_team,match_date,home_win_odds,away_win_odds,draw_odds,implied_home,implied_away,implied_draw,win_pct_home_last5,win_pct_away_last5,rest_days_home,rest_days_away,avg_home_odds_last5,avg_away_odds_last5,result
fd_Premier League_Fulham_Everton_20250510,soccer,Premier League,Fulham,Everton,2025-05-10T00:00:00,1.88,4.45,3.57,0.5130619007172823,0.216754241201908,0.2701838580808097,0.8,0.2,3.0,3.0,2.788,5.014,away_win
fd_Premier League_Ipswich_Brentford_20250510,soccer,Premier League,Ipswich,Brentford,2025-05-10T00:00:00,5.1,1.66,4.21,0.18926165045388568,0.5814665164547089,0.22927183309140542,0.4,0.4,3.0,3.0,4.529999999999999,3.418,away_win
fd_Premier League_Southampton_Man City_20250510,soccer,Premier League,Southampton,Man City,2025-05-10T00:00:00,14.01,1.19,7.65,0.06847213165061951,0.8061298860715792,0.12539798227780122,0.4,0.2,3.0,3.0,8.044,2.162,draw
fd_Premier League_Wolves_Brighton_20250510,soccer,Premier League,Wolves,Brighton,2025-05-10T00:00:00,2.76,2.61,3.47,0.35052539912917274,0.3706705370101596,0.2788040638606676,0.6,0.0,3.0,3.0,3.6119999999999997,3.1239999999999997,away_win
fd_Premier League_Bournemouth_Aston Villa_20250510,soccer,Premier League,Bournemouth,Aston Villa,2025-05-10T00:00:00,2.46,2.78,3.75,0.39356256229047754,0.34826039684696936,0.2581770408625532,0.8,0.2,3.0,3.0,2.052,3.232,away_win
fd_Premier League_Newcastle_Chelsea_20250511,soccer,Premier League,Newcastle,Chelsea,2025-05-11T00:00:00,2.15,3.28,3.78,0.44958553018051006,0.2946978322829563,0.25571663753653356,1.0,0.6,3.0,3.0,2.3280000000000003,2.0620000000000003,home_win
fd_Premier League_Man United_West Ham_20250511,soccer,Premier League,Man United,West Ham,2025-05-11T00:00:00,1.93,3.95,3.78,0.5002026807459992,0.24440282882019698,0.2553944904338038,0.4,0.2,3.0,3.0,2.2640000000000002,6.144,away_win
fd_Premier League_Nott'm Forest_Leicester_20250511,soccer,Premier League,Nott'm Forest,Leicester,2025-05-11T00:00:00,1.34,8.99,5.56,0.7193925280722611,0.10722869717651055,0.17337877475122843,0.6,0.0,3.0,3.0,2.592,9.324,draw
fd_Premier League_Tottenham_Crystal Palace_20250511,soccer,Premier League,Tottenham,Crystal Palace,2025-05-11T00:00:00,2.69,2.54,3.74,0.3599314964687339,0.38118729350428904,0.258881210026977,0.0,0.0,3.0,3.0,2.154,3.79,away_win
fd_Premier League_Liverpool_Arsenal_20250511,soccer,Premier League,Liverpool,Arsenal,2025-05-11T00:00:00,2.08,3.71,3.54,0.4655022081705856,0.2609823700794658,0.27351542174994864,0.8,0.4,3.0,3.0,1.48,1.6620000000000001,draw
fd_Premier League_Aston Villa_Tottenham_20250516,soccer,Premier League,Aston Villa,Tottenham,2025-05-16T00:00:00,1.33,8.61,6.02,0.7270602790569798,0.11231012440717575,0.16062959653584438,0.8,0.8,3.0,3.0,2.368,3.378,home_win
fd_Premier League_Chelsea_Man United_20250516,soccer,Premier League,Chelsea,Man United,2025-05-16T00:00:00,1.47,6.68,4.89,0.6576034111017834,0.14471212789215895,0.1976844610060576,0.4,0.2,3.0,3.0,2.3619999999999997,3.272,home_win
fd_Premier League_Everton_Southampton_20250518,soccer,Premier League,Everton,Southampton,2025-05-18T00:00:00,1.4,8.19,4.9,0.6865046102263203,0.11735121542330262,0.1961441743503772,0.6,0.4,3.0,3.0,2.3939999999999997,8.738,home_win
fd_Premier League_West Ham_Nott'm Forest_20250518,soccer,Premier League,West Ham,Nott'm Forest,2025-05-18T00:00:00,2.84,2.56,3.43,0.3404413703261426,0.3776771452055644,0.2818814844682929,0.8,0.2,3.0,3.0,3.2399999999999998,4.662000000000001,away_win
fd_Premier League_Brentford_Fulham_20250518,soccer,Premier League,Brentford,Fulham,2025-05-18T00:00:00,1.96,3.68,3.95,0.4928994805159575,0.2625225494052382,0.2445779700788042,0.6,0.2,3.0,3.0,3.4219999999999997,3.9899999999999998,away_win
fd_Premier League_Leicester_Ipswich_20250518,soccer,Premier League,Leicester,Ipswich,2025-05-18T00:00:00,2.37,2.97,3.65,0.408614431264347,0.32606606131195365,0.2653195074236993,0.8,0.4,3.0,3.0,5.442,8.486,home_win
fd_Premier League_Arsenal_Newcastle_20250518,soccer,Premier League,Arsenal,Newcastle,2025-05-18T00:00:00,2.03,3.83,3.58,0.4768568914609251,0.2527466030458688,0.27039650549320604,0.4,0.0,3.0,3.0,1.6079999999999999,2.3600000000000003,home_win
fd_Premier League_Brighton_Liverpool_20250519,soccer,Premier League,Brighton,Liverpool,2025-05-19T00:00:00,2.69,2.49,3.83,0.35936693358455024,0.3882317475270843,0.25240131888836553,0.6,0.2,3.0,3.0,2.548,2.2800000000000002,home_win
fd_Premier League_Crystal Palace_Wolves_20250520,soccer,Premier League,Crystal Palace,Wolves,2025-05-20T00:00:00,2.29,3.34,3.37,0.42280545569967354,0.2898875729198361,0.28730697138049033,0.6,0.2,3.0,3.0,2.57,5.904,home_win
fd_Premier League_Man City_Bournemouth_20250520,soccer,Premier League,Man City,Bournemouth,2025-05-20T00:00:00,1.57,5.6,4.52,0.6143629673498315,0.17224104620343492,0.21339598644673352,0.8,0.0,3.0,3.0,1.55,3.526,home_win
fd_Premier League_Bournemouth_Leicester_20250525,soccer,Premier League,Bournemouth,Leicester,2025-05-25T00:00:00,1.34,8.37,5.82,0.7192505315379164,0.115148830616584,0.16560063784549967,0.8,0.0,3.0,3.0,2.052,9.324,home_win
fd_Premier League_Fulham_Man City_20250525,soccer,Premier League,Fulham,Man City,2025-05-25T00:00:00,5.54,1.62,4.19,0.1741568997721628,0.5955735955171493,0.2302695047106878,0.8,0.2,3.0,3.0,2.788,2.162,away_win
fd_Premier League_Ipswich_West Ham_20250525,soccer,Premier League,Ipswich,West Ham,2025-05-25T00:00:00,3.02,2.24,3.9,0.32024869129140576,0.43176386058037736,0.2479874481282168,0.4,0.2,3.0,3.0,4.529999999999999,6.144,away_win
fd_Premier League_Liverpool_Crystal Palace_20250525,soccer,Premier League,Liverpool,Crystal Palace,2025-05-25T00:00:00,1.42,6.36,5.68,0.6787620064034151,0.15154749199573103,0.16969050160085378,0.8,0.0,3.0,3.0,1.48,3.79,draw
fd_Premier League_Man United_Aston Villa_20250525,soccer,Premier League,Man United,Aston Villa,2025-05-25T00:00:00,4.4,1.74,4.26,0.2192213507470632,0.554352840969585,0.22642580828335165,0.4,0.2,3.0,3.0,2.2640000000000002,3.232,home_win
fd_Premier League_Newcastle_Everton_20250525,soccer,Premier League,Newcastle,Everton,2025-05-25T00:00:00,1.33,8.55,5.85,0.7231149567367119,0.11248454882571075,0.16440049443757726,1.0,0.2,3.0,3.0,2.3280000000000003,5.014,away_win
fd_Premier League_Nott'm Forest_Chelsea_20250525,soccer,Premier League,Nott'm Forest,Chelsea,2025-05-25T00:00:00,3.15,2.22,3.76,0.30706071909417976,0.43569426357957936,0.257245017326241,0.6,0.6,3.0,3.0,2.592,2.0620000000000003,away_win
fd_Premier League_Southampton_Arsenal_20250525,soccer,Premier League,Southampton,Arsenal,2025-05-25T00:00:00,9.46,1.3,5.85,0.10107118175535591,0.7354872149274361,0.16344160331720806,0.4,0.4,3.0,3.0,8.044,1.6620000000000001,away_win
fd_Premier League_Tottenham_Brighton_20250525,soccer,Premier League,Tottenham,Brighton,2025-05-25T00:00:00,4.33,1.71,4.52,0.22271078314138268,0.5639401701767175,0.2133490466818998,0.0,0.0,3.0,3.0,2.154,3.1239999999999997,away_win
fd_Premier League_Wolves_Brentford_20250525,soccer,Premier League,Wolves,Brentford,2025-05-25T00:00:00,2.74,2.45,3.83,0.35288653551805704,0.39465677849774544,0.25245668598419746,0.6,0.4,3.0,3.0,3.6119999999999997,3.418,draw
fd_Premier League_Liverpool_Bournemouth_20250815,soccer,Premier League,Liverpool,Bournemouth,2025-08-15T00:00:00,1.28,9.07,6.56,0.7483648950514179,0.10561268640196415,0.14602241854661813,0.8,0.0,3.0,3.0,1.48,3.526,home_win
fd_Premier League_Aston Villa_Newcastle_20250816,soccer,Premier League,Aston Villa,Newcastle,2025-08-16T00:00:00,2.24,3.13,3.72,0.431442588448028,0.3087640249596111,0.25979338659236095,0.8,0.0,3.0,3.0,2.368,2.3600000000000003,draw
fd_Premier League_Brighton_Fulham_20250816,soccer,Premier League,Brighton,Fulham,2025-08-16T00:00:00,1.94,3.98,3.73,0.4981209819211618,0.24280268968016425,0.25907632839867395,0.6,0.2,3.0,3.0,2.548,3.9899999999999998,draw
fd_Premier League_Sunderland_West Ham_20250816,soccer,Premier League,Sunderland,West Ham,2025-08-16T00:00:00,3.27,2.29,3.43,0.29574420819982605,0.42230723179625823,0.28194856000391577,0.4,0.2,3.0,3.0,3.876,6.144,home_win
fd_Premier League_Tottenham_Burnley_20250816,soccer,Premier League,Tottenham,Burnley,2025-08-16T00:00:00,1.4,8.79,4.71,0.6865718422113103,0.10935160171738732,0.20407655607130243,0.0,0.4,3.0,3.0,2.154,6.9,home_win
fd_Premier League_Wolves_Man City_20250816,soccer,Premier League,Wolves,Man City,2025-08-16T00:00:00,6.72,1.46,4.92,0.14350098288344443,0.6604976746416071,0.19600134247494846,0.6,0.2,3.0,3.0,3.6119999999999997,2.162,away_win
fd_Premier League_Chelsea_Crystal Palace_20250817,soccer,Premier League,Chelsea,Crystal Palace,2025-08-17T00:00:00,1.66,5.25,4.12,0.5816986784709635,0.18392758214510463,0.23437373938393188,0.4,0.0,3.0,3.0,2.3619999999999997,3.79,draw
fd_Premier League_Nott'm Forest_Brentford_20250817,soccer,Premier League,Nott'm Forest,Brentford,2025-08-17T00:00:00,2.25,3.4,3.38,0.4296556623172692,0.28433095300407524,0.28601338467865556,0.6,0.4,3.0,3.0,2.592,3.418,home_win
fd_Premier League_Man United_Arsenal_20250817,soccer,Premier League,Man United,Arsenal,2025-08-17T00:00:00,3.74,2.01,3.72,0.2586604122127898,0.4812885281969324,0.2600510595902779,0.4,0.4,3.0,3.0,2.2640000000000002,1.6620000000000001,away_win
fd_Premier League_Leeds_Everton_20250818,soccer,Premier League,Leeds,Everton,2025-08-18T00:00:00,2.37,3.06,3.52,0.4085292310493138,0.3164098946362333,0.27506087431445286,0.8,0.2,3.0,3.0,2.686,5.014,home_win
fd_Premier League_West Ham_Chelsea_20250822,soccer,Premier League,West Ham,Chelsea,2025-08-22T00:00:00,4.94,1.74,3.95,0.19647471813753517,0.557807533103117,0.24571774875934776,0.8,0.6,3.0,3.0,3.2399999999999998,2.0620000000000003,away_win
fd_Premier League_Man City_Tottenham_20250823,soccer,Premier League,Man City,Tottenham,2025-08-23T00:00:00,1.49,6.01,5.0,0.6468639476137071,0.16037059599740827,0.19276545638888473,0.8,0.8,3.0,3.0,1.55,3.378,away_win
fd_Premier League_Bournemouth_Wolves_20250823,soccer,Premier League,Bournemouth,Wolves,2025-08-23T00:00:00,1.79,4.4,3.98,0.538628576349801,0.2191238981059418,0.24224752554425724,0.8,0.2,3.0,3.0,2.052,5.904,home_win
fd_Premier League_Brentford_Aston Villa_20250823,soccer,Premier League,Brentford,Aston Villa,2025-08-23T00:00:00,3.26,2.27,3.49,0.2967164671028731,0.4261214461477384,0.2771620867493886,0.6,0.2,3.0,3.0,3.4219999999999997,3.232,home_win
fd_Premier League_Burnley_Sunderland_20250823,soccer,Premier League,Burnley,Sunderland,2025-08-23T00:00:00,2.21,3.63,3.26,0.4373057607526782,0.26623849346099693,0.2964557457863248,0.6,0.2,3.0,3.0,6.358,5.6339999999999995,home_win
fd_Premier League_Arsenal_Leeds_20250823,soccer,Premier League,Arsenal,Leeds,2025-08-23T00:00:00,1.28,9.68,6.21,0.74718838562124,0.09880176999950281,0.1540098443792572,0.4,0.2,3.0,3.0,1.6079999999999999,3.29,home_win
fd_Premier League_Crystal Palace_Nott'm Forest_20250824,soccer,Premier League,Crystal Palace,Nott'm Forest,2025-08-24T00:00:00,2.41,3.22,3.25,0.40160873753247595,0.3005829370972879,0.29780832537023605,0.6,0.2,3.0,3.0,2.57,4.662000000000001,draw
fd_Premier League_Everton_Brighton_20250824,soccer,Premier League,Everton,Brighton,2025-08-24T00:00:00,3.16,2.38,3.36,0.30597814441825577,0.40625669595028924,0.2877651596314549,0.6,0.0,3.0,3.0,2.3939999999999997,3.1239999999999997,home_win
fd_Premier League_Fulham_Man United_20250824,soccer,Premier League,Fulham,Man United,2025-08-24T00:00:00,3.3,2.23,3.54,0.29308117259199856,0.43370756482224004,0.2732112625857614,0.8,0.2,3.0,3.0,2.788,3.272,draw
fd_Premier League_Newcastle_Liverpool_20250825,soccer,Premier League,Newcastle,Liverpool,2025-08-25T00:00:00,3.29,2.11,3.92,0.2942450880294843,0.4587992130886272,0.24695569888188862,1.0,0.2,3.0,3.0,2.3280000000000003,2.2800000000000002,away_win
fd_Premier League_Chelsea_Fulham_20250830,soccer,Premier League,Chelsea,Fulham,2025-08-30T00:00:00,1.57,5.75,4.37,0.6126282734256715,0.1672741546570964,0.22009757191723212,0.4,0.2,3.0,3.0,2.3619999999999997,3.9899999999999998,home_win
fd_Premier League_Man United_Burnley_20250830,soccer,Premier League,Man United,Burnley,2025-08-30T00:00:00,1.36,8.45,5.39,0.7075809526176868,0.11388285154556854,0.17853619583674474,0.4,0.4,3.0,3.0,2.2640000000000002,6.9,home_win
fd_Premier League_Sunderland_Brentford_20250830,soccer,Premier League,Sunderland,Brentford,2025-08-30T00:00:00,3.03,2.53,3.24,0.319201878482728,0.3822852536769431,0.29851286784032893,0.4,0.4,3.0,3.0,3.876,3.418,home_win
fd_Premier League_Tottenham_Bournemouth_20250830,soccer,Premier League,Tottenham,Bournemouth,2025-08-30T00:00:00,1.76,4.39,4.14,0.547635548431031,0.21955320392679148,0.23281124764217745,0.0,0.0,3.0,3.0,2.154,3.526,away_win
fd_Premier League_Wolves_Everton_20250830,soccer,Premier League,Wolves,Everton,2025-08-30T00:00:00,2.74,2.79,3.23,0.35330994060337556,0.3469782212377237,0.2997118381589007,0.6,0.2,3.0,3.0,3.6119999999999997,5.014,away_win
fd_Premier League_Leeds_Newcastle_20250830,soccer,Premier League,Leeds,Newcastle,2025-08-30T00:00:00,3.47,2.16,3.54,0.2788072370867881,0.44789866328294203,0.27329409963026974,0.8,0.0,3.0,3.0,2.686,2.3600000000000003,draw
fd_Premier League_Brighton_Man City_20250831,soccer,Premier League,Brighton,Man City,2025-08-31T00:00:00,3.92,1.91,3.89,0.24630128721503422,0.5054979297816409,0.24820078300332496,0.6,0.2,3.0,3.0,2.548,2.162,home_win
fd_Premier League_Nott'm Forest_West Ham_20250831,soccer,Premier League,Nott'm Forest,West Ham,2025-08-31T00:00:00,1.69,5.13,3.98,0.5701066363613517,0.18781290749526014,0.24208045614338802,0.6,0.2,3.0,3.0,2.592,6.144,away_win
fd_Premier League_Liverpool_Arsenal_20250831,soccer,Premier League,Liverpool,Arsenal,2025-08-31T00:00:00,2.27,3.28,3.47,0.426211705318659,0.2949696863028524,0.2788186083784887,0.8,0.4,3.0,3.0,1.48,1.6620000000000001,home_win
fd_Premier League_Aston Villa_Crystal Palace_20250831,soccer,Premier League,Aston Villa,Crystal Palace,2025-08-31T00:00:00,1.9,4.21,3.69,0.5085922690858375,0.2295309527940835,0.26187677812007903,0.8,0.0,3.0,3.0,2.368,3.79,away_win
fd_Premier League_Arsenal_Nott'm Forest_20250913,soccer,Premier League,Arsenal,Nott'm Forest,2025-09-13T00:00:00,1.38,8.14,5.25,0.6981337358608928,0.1183568249985297,0.1835094391405775,0.4,0.2,3.0,3.0,1.6079999999999999,4.662000000000001,home_win
fd_Premier League_Bournemouth_Brighton_20250913,soccer,Premier League,Bournemouth,Brighton,2025-09-13T00:00:00,2.4,2.98,3.57,0.40361020691539007,0.32505520020031414,0.27133459288429584,0.8,0.0,3.0,3.0,2.052,3.1239999999999997,home_win
fd_Premier League_Crystal Palace_Sunderland_20250913,soccer,Premier League,Crystal Palace,Sunderland,2025-09-13T00:00:00,1.69,5.51,3.77,0.5698035160289556,0.17476732161323683,0.2554291623578077,0.6,0.2,3.0,3.0,2.57,5.6339999999999995,draw
fd_Premier League_Everton_Aston Villa_20250913,soccer,Premier League,Everton,Aston Villa,2025-09-13T00:00:00,2.46,3.01,3.41,0.3939049709678286,0.3219289795949696,0.28416604943720186,0.6,0.2,3.0,3.0,2.3939999999999997,3.232,draw
fd_Premier League_Fulham_Leeds_20250913,soccer,Premier League,Fulham,Leeds,2025-09-13T00:00:00,1.99,3.99,3.56,0.4859710765714755,0.24237655197424465,0.2716523714542799,0.8,0.2,3.0,3.0,2.788,3.29,home_win
fd_Premier League_Newcastle_Wolves_20250913,soccer,Premier League,Newcastle,Wolves,2025-09-13T00:00:00,1.43,7.21,4.93,0.6718639838958143,0.13325457655631265,0.1948814395478731,1.0,0.2,3.0,3.0,2.3280000000000003,5.904,home_win
fd_Premier League_West Ham_Tottenham_20250913,soccer,Premier League,West Ham,Tottenham,2025-09-13T00:00:00,3.55,2.1,3.62,0.27239501218288664,0.4604772824996417,0.2671277053174717,0.8,0.8,3.0,3.0,3.2399999999999998,3.378,away_win
fd_Premier League_Brentford_Chelsea_20250913,soccer,Premier League,Brentford,Chelsea,2025-09-13T00:00:00,4.63,1.76,3.95,0.20821041471369567,0.5477353523434154,0.24405423294288883,0.6,0.6,3.0,3.0,3.4219999999999997,2.0620000000000003,draw
fd_Premier League_Burnley_Liverpool_20250914,soccer,Premier League,Burnley,Liverpool,2025-09-14T00:00:00,9.0,1.34,5.44,0.10671413681239532,0.7167367397847447,0.17654912340285991,0.6,0.2,3.0,3.0,6.358,2.2800000000000002,away_win
fd_Premier League_Man City_Man United_20250914,soccer,Premier League,Man City,Man United,2025-09-14T00:00:00,1.8,4.33,4.0,0.5359905923129293,0.22281364114625238,0.2411957665408182,0.8,0.2,3.0,3.0,1.55,3.272,home_win
fd_Premier League_Liverpool_Everton_20250920,soccer,Premier League,Liverpool,Everton,2025-09-20T00:00:00,1.45,7.25,4.7,0.6629055007052186,0.1325811001410437,0.20451339915373762,0.8,0.2,3.0,3.0,1.48,5.014,home_win
fd_Premier League_Brighton_Tottenham_20250920,soccer,Premier League,Brighton,Tottenham,2025-09-20T00:00:00,2.28,3.1,3.67,0.424315433788592,0.3120771577541902,0.2636074084572179,0.6,0.8,3.0,3.0,2.548,3.378,draw
fd_Premier League_Burnley_Nott'm Forest_20250920,soccer,Premier League,Burnley,Nott'm Forest,2025-09-20T00:00:00,3.43,2.2,3.47,0.2818836057765092,0.4394821671879212,0.27863422703556967,0.6,0.2,3.0,3.0,6.358,4.662000000000001,draw
fd_Premier League_West Ham_Crystal Palace_20250920,soccer,Premier League,West Ham,Crystal Palace,2025-09-20T00:00:00,3.09,2.41,3.39,0.3131201637289734,0.4014694215446173,0.2854104147264094,0.8,0.0,3.0,3.0,3.2399999999999998,3.79,away_win
fd_Premier League_Wolves_Leeds_20250920,soccer,Premier League,Wolves,Leeds,2025-09-20T00:00:00,2.78,2.76,3.21,0.34803309213472555,0.3505550710632381,0.30141183680203637,0.6,0.2,3.0,3.0,3.6119999999999997,3.29,away_win
fd_Premier League_Man United_Chelsea_20250920,soccer,Premier League,Man United,Chelsea,2025-09-20T00:00:00,2.71,2.52,3.74,0.35714339848575566,0.384070876943015,0.25878572457122934,0.4,0.6,3.0,3.0,2.2640000000000002,2.0620000000000003,home_win
fd_Premier League_Fulham_Brentford_20250920,soccer,Premier League,Fulham,Brentford,2025-09-20T00:00:00,2.05,3.92,3.44,0.4719453466233621,0.246808153208646,0.28124650016799196,0.8,0.4,3.0,3.0,2.788,3.418,home_win
fd_Premier League_Bournemouth_Newcastle_20250921,soccer,Premier League,Bournemouth,Newcastle,2025-09-21T00:00:00,2.47,2.87,3.57,0.3917721688391638,0.33716977596959397,0.2710580551912422,0.8,0.0,3.0,3.0,2.052,2.3600000000000003,draw
fd_Premier League_Sunderland_Aston Villa_20250921,soccer,Premier League,Sunderland,Aston Villa,2025-09-21T00:00:00,3.71,2.14,3.37,0.2607878093144186,0.45211344511985657,0.2870987455657249,0.4,0.2,3.0,3.0,3.876,3.232,draw
fd_Premier League_Arsenal_Man City_20250921,soccer,Premier League,Arsenal,Man City,2025-09-21T00:00:00,1.92,3.99,3.8,0.5034065102195306,0.24224072672218014,0.25435276305828913,0.4,0.2,3.0,3.0,1.6079999999999999,2.162,draw
fd_Premier League_Brentford_Man United_20250927,soccer,Premier League,Brentford,Man United,2025-09-27T00:00:00,3.47,2.07,3.79,0.2784045139196934,0.4666974218847034,0.2548980641956032,0.6,0.2,3.0,3.0,3.4219999999999997,3.272,home_win
fd_Premier League_Chelsea_Brighton_20250927,soccer,Premier League,Chelsea,Brighton,2025-09-27T00:00:00,1.9,3.98,3.86,0.5077134585641202,0.24237577167633878,0.2499107697595411,0.4,0.0,3.0,3.0,2.3619999999999997,3.1239999999999997,away_win
fd_Premier League_Crystal Palace_Liverpool_20250927,soccer,Premier League,Crystal Palace,Liverpool,2025-09-27T00:00:00,3.93,1.95,3.73,0.24576039248679715,0.4953017140887759,0.2589378934244271,0.6,0.2,3.0,3.0,2.57,2.2800000000000002,home_win
fd_Premier League_Leeds_Bournemouth_20250927,soccer,Premier League,Leeds,Bournemouth,2025-09-27T00:00:00,2.99,2.51,3.32,0.3234322663779017,0.38528385516730124,0.29128387845479703,0.8,0.0,3.0,3.0,2.686,3.526,draw
fd_Premier League_Man City_Burnley_20250927,soccer,Premier League,Man City,Burnley,2025-09-27T00:00:00,1.17,14.45,8.36,0.8190538051131706,0.06631785134826364,0.11462834353856574,0.8,0.4,3.0,3.0,1.55,6.9,home_win
fd_Premier League_Nott'm Forest_Sunderland_20250927,soccer,Premier League,Nott'm Forest,Sunderland,2025-09-27T00:00:00,1.78,4.76,3.82,0.5435024330754791,0.20324250648620856,0.25325506043831225,0.6,0.2,3.0,3.0,2.592,5.6339999999999995,away_win
fd_Premier League_Tottenham_Wolves_20250927,soccer,Premier League,Tottenham,Wolves,2025-09-27T00:00:00,1.49,6.08,4.96,0.6470527652854544,0.15857049675581036,0.1943767379587353,0.0,0.2,3.0,3.0,2.154,5.904,draw
fd_Premier League_Aston Villa_Fulham_20250928,soccer,Premier League,Aston Villa,Fulham,2025-09-28T00:00:00,2.3,3.55,3.15,0.42051330262292,0.27244523831907497,0.30704145905800506,0.8,0.2,3.0,3.0,2.368,3.9899999999999998,home_win
fd_Premier League_Newcastle_Arsenal_20250928,soccer,Premier League,Newcastle,Arsenal,2025-09-28T00:00:00,3.64,2.15,3.4,0.2657022390229718,0.449840069787729,0.28445769118929926,1.0,0.4,3.0,3.0,2.3280000000000003,1.6620000000000001,away_win
fd_Premier League_Everton_West Ham_20250929,soccer,Premier League,Everton,West Ham,2025-09-29T00:00:00,1.74,4.9,3.88,0.5544602965365187,0.1968899828517434,0.24864972061173785,0.6,0.2,3.0,3.0,2.3939999999999997,6.144,draw
fd_Premier League_Bournemouth_Fulham_20251003,soccer,Premier League,Bournemouth,Fulham,2025-10-03T00:00:00,1.99,3.93,3.6,0.485639848005849,0.24590923601313985,0.268450915981011,0.8,0.2,3.0,3.0,2.052,3.9899999999999998,home_win
fd_Premier League_Leeds_Tottenham_20251004,soccer,Premier League,Leeds,Tottenham,2025-10-04T00:00:00,2.78,2.55,3.56,0.34829917356640244,0.3797143931429799,0.2719864332906176,0.8,0.8,3.0,3.0,2.686,3.378,away_win
fd_Premier League_Arsenal_West Ham_20251004,soccer,Premier League,Arsenal,West Ham,2025-10-04T00:00:00,1.21,13.68,6.93,0.7917321207110376,0.07002893757751136,0.138238941711451,0.4,0.2,3.0,3.0,1.6079999999999999,6.144,home_win
fd_Premier League_Man United_Sunderland_20251004,soccer,Premier League,Man United,Sunderland,2025-10-04T00:00:00,1.51,6.18,4.7,0.6387273830781003,0.15606445767765884,0.2052081592442407,0.4,0.2,3.0,3.0,2.2640000000000002,5.6339999999999995,home_win
fd_Premier League_Chelsea_Liverpool_20251004,soccer,Premier League,Chelsea,Liverpool,2025-10-04T00:00:00,2.92,2.3,3.89,0.3311030353270322,0.42035689702388446,0.2485400676490833,0.4,0.2,3.0,3.0,2.3619999999999997,2.2800000000000002,home_win
fd_Premier League_Aston Villa_Burnley_20251005,soccer,Premier League,Aston Villa,Burnley,2025-10-05T00:00:00,1.6,6.21,3.99,0.6028994182184491,0.15533640404984195,0.24176417773170888,0.8,0.4,3.0,3.0,2.368,6.9,home_win
fd_Premier League_Everton_Crystal Palace_20251005,soccer,Premier League,Everton,Crystal Palace,2025-10-05T00:00:00,2.59,2.95,3.26,0.37418923072732857,0.32852546019789186,0.29728530907477946,0.6,0.0,3.0,3.0,2.3939999999999997,3.79,home_win
fd_Premier League_Newcastle_Nott'm Forest_20251005,soccer,Premier League,Newcastle,Nott'm Forest,2025-10-05T00:00:00,1.63,5.27,4.3,0.5922880494300852,0.18319345741385937,0.22451849315605554,1.0,0.2,3.0,3.0,2.3280000000000003,4.662000000000001,home_win
fd_Premier League_Wolves_Brighton_20251005,soccer,Premier League,Wolves,Brighton,2025-10-05T00:00:00,3.82,1.99,3.68,0.2526757433770608,0.4850358490956644,0.262288407527275,0.6,0.0,3.0,3.0,3.6119999999999997,3.1239999999999997,draw
fd_Premier League_Brentford_Man City_20251005,soccer,Premier League,Brentford,Man City,2025-10-05T00:00:00,4.87,1.64,4.5,0.19795181563121952,0.5878203305634385,0.214227853805342,0.6,0.2,3.0,3.0,3.4219999999999997,2.162,away_win
fd_Premier League_Nott'm Forest_Chelsea_20251018,soccer,Premier League,Nott'm Forest,Chelsea,2025-10-18T00:00:00,3.77,1.95,3.88,0.256083072996876,0.49509394112729355,0.24882298587583052,0.6,0.6,3.0,3.0,2.592,2.0620000000000003,away_win
fd_Premier League_Brighton_Newcastle_20251018,soccer,Premier League,Brighton,Newcastle,2025-10-18T00:00:00,2.71,2.64,3.52,0.35760243819844223,0.36708432102946154,0.2753132407720962,0.6,0.0,3.0,3.0,2.548,2.3600000000000003,home_win
fd_Premier League_Burnley_Leeds_20251018,soccer,Premier League,Burnley,Leeds,2025-10-18T00:00:00,3.43,2.28,3.29,0.28193322634112966,0.4241363887500329,0.2939303849088374,0.6,0.2,3.0,3.0,6.358,3.29,home_win
fd_Premier League_Crystal Palace_Bournemouth_20251018,soccer,Premier League,Crystal Palace,Bournemouth,2025-10-18T00:00:00,2.23,3.43,3.4,0.43364605527853073,0.28193314964172694,0.2844207950797422,0.6,0.0,3.0,3.0,2.57,3.526,draw
fd_Premier League_Man City_Everton_20251018,soccer,Premier League,Man City,Everton,2025-10-18T00:00:00,1.39,7.71,5.29,0.692978953681789,0.12493394884794899,0.1820870974702621,0.8,0.2,3.0,3.0,1.55,5.014,home_win
fd_Premier League_Sunderland_Wolves_20251018,soccer,Premier League,Sunderland,Wolves,2025-10-18T00:00:00,2.5,3.25,3.07,0.3870623605857822,0.2977402773736786,0.3151973620405392,0.4,0.2,3.0,3.0,3.876,5.904,home_win
fd_Premier League_Fulham_Arsenal_20251018,soccer,Premier League,Fulham,Arsenal,2025-10-18T00:00:00,5.98,1.55,4.46,0.16131968039427996,0.6223817346824478,0.21629858492327225,0.8,0.4,3.0,3.0,2.788,1.6620000000000001,away_win
fd_Premier League_Tottenham_Aston Villa_20251019,soccer,Premier League,Tottenham,Aston Villa,2025-10-19T00:00:00,2.07,3.5,3.77,0.4671805239361419,0.2763039098708039,0.25651556619305405,0.0,0.2,3.0,3.0,2.154,3.232,away_win
fd_Premier League_Liverpool_Man United_20251019,soccer,Premier League,Liverpool,Man United,2025-10-19T00:00:00,1.63,5.32,4.27,0.5923735465381597,0.18149790993556392,0.2261285435262764,0.8,0.2,3.0,3.0,1.48,3.272,away_win
